machine_id,site_session_id,domain_id,event_date,event_time,prod_category_id,prod_name,prod_qty,prod_totprice,basket_tot,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code,domain_name
95687143,78243151941994,4046669681622005860,20120315,18:37:30,22,VERY BEST OF (DIG) N/A,1,20.08,23.06,99,3,2,11,1,0,1,1,0,20020,amazon.com
95697261,76489941127522,4046669681622005860,20120307,23:00:09,36,CRISIS CORE FINAL FANTASY VII N/A,1,9.79,26.64,99,3,6,8,1,1,3,1,0,21742,amazon.com
95697261,76489941127522,4046669681622005860,20120307,23:00:09,37,DISSIDIA FINAL FANTASY N/A,1,11.87,26.64,99,3,6,8,1,1,3,1,0,21742,amazon.com
95698688,78080562696553,4046669681622005860,20120314,18:56:10,99,TEOLOGA-A BA-BLICA Y SISTEMA-TICA N/A,9,79.11,170.13,99,3,4,8,5,1,1,1,1,77505,amazon.com
95698688,78080562696553,4046669681622005860,20120314,18:56:10,21,TEOLOG?A B?BLICA Y SISTEM?TICA[PAPERBACK] N/A,9,79.11,170.13,99,3,4,8,5,1,1,1,1,77505,amazon.com
95700728,75100601192820,4046669681622005860,20120325,20:38:21,21,"THE BOND THAT TIES US (ETERNAL BONDS, BOOK ONE) EBOOK CHRISTINE D'ABO KINDLE STORE N/A",1,6.65,11.13,99,3,4,2,5,1,1,1,0,36804,amazon.com
95700728,76478529147230,4046669681622005860,20120303,22:28:59,21,DARK AWAKENING THE KATEGAN ALPHAS 2 (PARANORMAL EROTIC ROMANCE) EBOOK T. A. GREY KINDLE STORE N/A,1,2.99,7.47,99,3,4,2,5,1,1,1,0,36804,amazon.com
95700728,76990921838955,4046669681622005860,20120316,18:31:37,21,"WITH ABANDON WITH OR WITHOUT, BOOK 3 EBOOK J.L. LANGLEY KINDLE STORE N/A",1,4.24,8.72,99,3,4,2,5,1,1,1,0,36804,amazon.com
95700728,77782795948406,4046669681622005860,20120327,16:54:50,21,INTENTIONAL ABDUCTION (ALIEN ABDUCTION) EBOOK EVE LANGLAIS KINDLE STORE N/A,1,2.99,7.47,99,3,4,2,5,1,1,1,0,36804,amazon.com
95705830,78269950595434,4046669681622005860,20120315,18:12:42,17,ROYALE 19MM (3/4\\1) ZEBRA TOURMALINE CERAMIC ROD/ WAND CURLING IRON + GLOVE + SHAMPOO N/A,1,29.78,38.25,99,3,5,4,5,1,5,1,1,30044,amazon.com
95707455,76979680252267,4046669681622005860,20120316,1:34:51,16,JAPONESQUE PRO SET BAG N/A,1,30.00,30.00,99,3,4,1,7,0,1,1,0,32162,amazon.com
95708031,77038711411036,4046669681622005860,20120301,20:28:45,40,"FUN WORLD COSTUMES MEN'S MENS BLIND REFEREE KIT, BLACK, ONE SIZE N/A",1,16.80,21.78,99,3,5,9,4,1,3,1,0,21215,amazon.com
95711066,77054566601055,4046669681622005860,20120304,19:36:15,9,AIRBAKE ULTRA BY T-FAL INSULATED 20 X 15.5-INCH MEGA COOKIE SHEET N/A,2,28.56,216.19,99,1,4,9,7,1,1,1,0,13090,amazon.com
95711066,77054566601055,4046669681622005860,20120304,19:36:15,9,CORNINGWARE FRENCH WHITE 12-1/2-INCH BY 9-INCH SERVING PLATTER N/A,2,39.98,216.19,99,1,4,9,7,1,1,1,0,13090,amazon.com
95711066,77054566601055,4046669681622005860,20120304,19:36:15,17,TOASTMASTER 6102 ELECTRIC CARVING KNIFE N/A,1,23.99,216.19,99,1,4,9,7,1,1,1,0,13090,amazon.com
95711066,77054566601055,4046669681622005860,20120304,19:36:15,9,CORNINGWARE FRENCH WHITE 10-INCH BY 6-INCH SERVING PLATTER N/A,1,15.84,216.19,99,1,4,9,7,1,1,1,0,13090,amazon.com
95711066,77054566601055,4046669681622005860,20120304,19:36:15,9,CORNINGWARE ETCH 4 PIECE SET N/A,1,49.99,216.19,99,1,4,9,7,1,1,1,0,13090,amazon.com
95711066,77054566601055,4046669681622005860,20120304,19:36:15,9,CORNINGWARE FRENCH WHITE 15-1/2-INCH BY 11-3/4-INCH SERVING PLATTER N/A,2,49.98,216.19,99,1,4,9,7,1,1,1,0,13090,amazon.com
95711066,77160259916128,4046669681622005860,20120305,2:04:13,8,"DELTA VICTORIAN RP37039RB SOAP/LOTION DISPENSER, VENETIAN BRONZE N/A",1,52.82,52.82,99,1,4,9,7,1,1,1,0,13090,amazon.com
95711238,74857002176867,4046669681622005860,20120308,21:24:25,48,SAMPLE THIS SH*T MUSIC DOWNLOAD,1,0.00,0.00,99,4,3,8,6,0,1,1,0,99336,amazon.com
95711238,74857003749731,4046669681622005860,20120308,20:02:43,48,TRADITIONAL GOSPEL HYMNS MUSIC DOWNLOAD,1,0.00,0.00,99,4,3,8,6,0,1,1,0,99336,amazon.com
95711238,75733578944868,4046669681622005860,20120309,6:59:56,99,"PONDS BIO-HYDRATANTE, CREAM, 14.1-OUNCE SUBSCRIBE & SAVE",1,9.49,8.49,99,4,3,8,6,0,1,1,0,99336,amazon.com
95712101,75032090972524,4046669681622005860,20120317,4:32:26,33,STANDARD GENERIC LI-ION BATTERY FOR LG LX260 RUMOR LGLP-AHFM BLACK N/A,1,2.59,11.58,99,3,4,10,2,1,1,1,0,25702,amazon.com
95712101,77934338052456,4046669681622005860,20120313,13:53:11,48,TOBY KEITH 35 BIGGEST HITS MUSIC DOWNLOAD,1,3.99,3.99,99,3,4,10,2,1,1,1,0,25702,amazon.com
95712604,77001379549532,4046669681622005860,20120301,20:24:48,28,TRUE IMAGE HOME 2012 PC BACKUP AND RECOVERY N/A,1,27.84,27.84,99,4,2,5,4,0,5,1,0,91104,amazon.com
95716363,75055128056180,4046669681622005860,20120325,3:45:39,99,"FOOTPRINT 201057  #105 SHARPENING STONE, ALUMINUM OXIDE N/A",1,8.84,77.23,99,3,4,9,5,1,1,1,0,77377,amazon.com
95716363,75055128056180,4046669681622005860,20120325,3:45:39,3,US MILITARY SURPLUS ACU LARGE MOLLE ASSAULT PACK BACKPACK N/A,1,29.99,77.23,99,3,4,9,5,1,1,1,0,77377,amazon.com
95716363,75055128056180,4046669681622005860,20120325,3:45:39,14,NRA GUNS RIFLES PISTOL CAR BUMPER STICKER 4\\1 X 4\\1 N/A,1,3.99,77.23,99,3,4,9,5,1,1,1,0,77377,amazon.com
95716363,75055128056180,4046669681622005860,20120325,3:45:39,17,ELITE FORCES SURVIVAL BOWIE KNIFE N/A,1,6.26,77.23,99,3,4,9,5,1,1,1,0,77377,amazon.com
95718380,77418191130999,4046669681622005860,20120328,0:16:07,23,"HELLSING, VOL. 3 N/A",1,1.65,8.64,99,1,5,9,7,1,1,1,0,19382,amazon.com
95718380,78300047217002,4046669681622005860,20120315,2:21:42,54,MARVEL 1602 N/A,1,10.89,17.88,99,1,5,9,7,1,1,1,0,19382,amazon.com
95718531,74738404888947,4046669681622005860,20120324,16:15:04,99,CONCEPTUAL INTEGRATED SCIENCE N/A,1,36.05,40.04,99,3,4,9,5,1,2,1,0,30296,amazon.com
95864940,75853659640186,4046669681622005860,20120331,0:04:17,19,JET 708118 JMB-UMB UNIVERSAL MOBILE BASE N/A,1,69.99,129.57,99,1,3,7,7,0,1,1,0,14001,amazon.com
95912471,76291889369437,4046669681622005860,20120302,23:43:02,33,RUBBERIZED COLORFUL ZEBRA SNAP ON DESIGN CASE HARD CASE SKIN COVER FACEPLATE FOR APPLE IPHONE 4G N/A,1,3.65,11.74,99,3,6,1,4,1,1,1,0,41837,amazon.com
95912471,76291889369437,4046669681622005860,20120302,23:43:02,33,LUXURY UNIQUE BEST LEOPARD CZECH RHINESTONE CASE COVER FOR APPLE IPHONE 4 4G CRYSTAL N/A,1,5.34,11.74,99,3,6,1,4,1,1,1,0,41837,amazon.com
95912471,76291889369437,4046669681622005860,20120302,23:43:02,33,IPHONE 4 PREMIUM TPU FLEX SOFT GEL SKIN FOR APPLE IPHONE 4TH GENERATION (VERIZON/AT&T) - PURPLE ZEBRA PRINT N/A,1,2.75,11.74,99,3,6,1,4,1,1,1,0,41837,amazon.com
95913421,74712215785843,4046669681622005860,20120324,21:40:22,21,TAKEN (DECEPTION SERIES #1) EBOOK BARBARA FREETHY KINDLE STORE N/A,1,3.99,8.47,99,3,2,11,4,0,1,1,0,34446,amazon.com
95913421,76998506516843,4046669681622005860,20120316,12:38:46,21,"AMAZING GRACIE A DOG'S TALE EBOOK DAN DYE, MARK BECKLOFF KINDLE STORE N/A",1,0.99,5.47,99,3,2,11,4,0,1,1,0,34446,amazon.com
95913421,77472781635937,4046669681622005860,20120306,20:37:34,21,LOVE WILL FIND A WAY EBOOK BARBARA FREETHY KINDLE STORE N/A,1,3.49,7.97,99,3,2,11,4,0,1,1,0,34446,amazon.com
95913421,77606680334709,4046669681622005860,20120326,12:39:43,21,"RENA'S PROMISE TWO SISTERS IN AUSCHWITZ EBOOK RENA KORNREICH GELISSEN, HEATHER DUNE MACADAM KINDLE STORE N/A",1,1.99,6.47,99,3,2,11,4,0,1,1,0,34446,amazon.com
95913421,78110635397481,4046669681622005860,20120314,13:23:45,21,CHILD BRIDE STEALTH COMMANDOS TRILOGY (BOOK ONE) (LOVESWEPT NO. 541) EBOOK SUZANNE FORSTER KINDLE STORE N/A,1,0.99,5.47,99,3,2,11,4,0,1,1,0,34446,amazon.com
95917043,78090217132393,4046669681622005860,20120314,23:20:58,40,ROOF SPOILER FOR BMW 323 325 328 330 3 SERIES E46 4DR SEDAN 99-05 N/A,1,59.95,97.45,99,3,5,7,5,1,2,1,0,21222,amazon.com
95917043,78233780294009,4046669681622005860,20120330,17:02:46,14,2001 - 2006 BMW E46 M3 & 2000 - 2005 BMW E39 M5 BLACK PROJECTOR FOG LIGHT KIT N/A,1,74.95,82.85,99,3,5,7,5,1,2,1,0,21222,amazon.com
95920455,76318888628573,4046669681622005860,20120302,1:55:57,40,"SAMSUNG I997 INFUSE 4G SILICONE SKIN CASE - BLACK, WITH 2 SCREEN PROTECTORS N/A",1,4.22,38.63,99,1,5,5,5,1,1,1,0,10462,amazon.com
95920455,76318888628573,4046669681622005860,20120302,1:55:57,1,MLB NEW YORK YANKEES ID BRACELET (LARGE) N/A,1,13.99,38.63,99,1,5,5,5,1,1,1,0,10462,amazon.com
95920455,76318888628573,4046669681622005860,20120302,1:55:57,9,BLUE FLOWER DESIGN CRYSTAL HARD SKIN CASE COVER FOR HTC INSPIRE 4G PHONE BY ELECTROMASTER N/A,1,4.01,38.63,99,1,5,5,5,1,1,1,0,10462,amazon.com
95920455,76318888628573,4046669681622005860,20120302,1:55:57,16,HTC INSPIRE 4G ACCESSORY - BLUE SILVER BLACK VINES PROTECTIVE HARD RUBBERIZED CASE COVER DESIGN FOR AT&T N/A,1,2.90,38.63,99,1,5,5,5,1,1,1,0,10462,amazon.com
95920455,76318888628573,4046669681622005860,20120302,1:55:57,34,5X HTC INSPIRE 4G PREMIUM CLEAR LCD SCREEN PROTECTOR COVER GUARD SHIELD FLIM KIT N/A,1,1.00,38.63,99,1,5,5,5,1,1,1,0,10462,amazon.com
95920455,76318888628573,4046669681622005860,20120302,1:55:57,34,PRIVACY LCD SCREEN PROTECTOR COVER FOR SAMSUNG INFUSE 4G BY ELECTROMASTER N/A,1,2.97,38.63,99,1,5,5,5,1,1,1,0,10462,amazon.com
95925721,77059217494367,4046669681622005860,20120304,20:47:39,1,"DREAMGIRL WOMEN'S LACE INTRIGUE ROBE, BLACK, MEDIUM N/A",1,25.45,61.82,99,3,3,3,3,1,2,1,0,34208,amazon.com
95925721,77059217494367,4046669681622005860,20120304,20:47:39,1,"INTIMO MEN'S TRAVEL PJ SET, BURGUNDY, LARGE N/A",1,30.40,61.82,99,3,3,3,3,1,2,1,0,34208,amazon.com
95926515,77204361515360,4046669681622005860,20120305,15:12:37,21,CRIME VICTIMS AN INTRODUCTION TO VICTIMOLOGY N/A,1,49.17,53.16,99,3,2,11,4,0,2,1,0,38614,amazon.com
95933413,77713204121959,4046669681622005860,20120312,18:46:28,48,YESSONGS MUSIC DOWNLOAD,1,12.99,12.99,99,3,5,8,7,1,1,1,0,77449,amazon.com
95933413,77713204121959,4046669681622005860,20120312,18:46:28,48,BROTHERS IN ARMS MUSIC DOWNLOAD,1,10.99,10.99,99,3,5,8,7,1,1,1,0,77449,amazon.com
95933413,77713204121959,4046669681622005860,20120312,18:46:28,22,THE ROYAL SCAM[ORIGINAL RECORDING REMASTERED] N/A,1,4.99,19.93,99,3,5,8,7,1,1,1,0,77449,amazon.com
95933413,77713204121959,4046669681622005860,20120312,18:46:28,22,PRETZEL LOGIC[ORIGINAL RECORDING REMASTERED] N/A,1,4.99,19.93,99,3,5,8,7,1,1,1,0,77449,amazon.com
95933413,77713204121959,4046669681622005860,20120312,18:46:28,22,KATY LIED[ORIGINAL RECORDING REMASTERED] N/A,1,4.99,19.93,99,3,5,8,7,1,1,1,0,77449,amazon.com
96018565,76199481381229,4046669681622005860,20120318,21:47:46,23,MY WEEK WITH MARILYN (2011) N/A,1,14.99,30.84,99,4,1,9,7,0,1,1,0,91307,amazon.com
96018565,76199481381229,4046669681622005860,20120318,21:47:46,21,HELL HOUSE[PAPERBACK] N/A,1,10.87,30.84,99,4,1,9,7,0,1,1,0,91307,amazon.com
96028958,77544419365230,4046669681622005860,20120319,17:29:05,16,HOGUE REMINGTON 700 BDL L.A. STANDARD BARREL PILLARBED STOCK GHILLIE TAN 70901 N/A,1,117.99,149.74,99,3,3,4,5,0,1,1,0,78253,amazon.com
96066093,75072507548020,4046669681622005860,20120325,14:30:24,17,OVENSTUFF NON-STICK 9 INCH ROUND CAKE PAN TWO PIECE SET N/A,1,10.99,33.00,99,4,2,4,4,1,1,1,0,90046,amazon.com
96066093,75072507548020,4046669681622005860,20120325,14:30:24,21,THE GIRL WHO KICKED THE HORNET'S NEST BOOK 3 OF THE MILLENNIUM TRILOGY (VINTAGE CRIME/BLACK LIZARD) N/A,1,9.57,33.00,99,4,2,4,4,1,1,1,0,90046,amazon.com
96066093,75072507548020,4046669681622005860,20120325,14:30:24,20,RUBBERMAID 7J95 EASY FIND LID MEDIUM VALUE PACK FOOD STORAGE CONTAINERS N/A,1,5.34,33.00,99,4,2,4,4,1,1,1,0,90046,amazon.com
96066093,75072525635956,4046669681622005860,20120325,1:17:12,9,"KITCHENAID KP26M1XPM PROFESSIONAL 600 SERIES 6-QUART STAND MIXER, PEARL METALLIC N/A",1,299.99,355.39,99,4,2,4,4,1,1,1,0,90046,amazon.com
96066465,76266097414502,4046669681622005860,20120311,21:32:36,28,OTTERBOX DEFENDER SERIES HYBRID CASE FOR IPOD TOUCH 4G (BLACK/RED) N/A,1,24.34,54.26,99,3,2,2,6,1,2,1,0,39212,amazon.com
96074983,76281735483741,4046669681622005860,20120302,20:35:37,48,GIRL GONE WILD MUSIC DOWNLOAD,1,0.99,0.99,99,4,3,5,7,0,1,1,0,94538,amazon.com
96074983,77455726678369,4046669681622005860,20120306,6:23:00,48,GIVE ME ALL YOUR LUVIN' (SULTAN + NED SHEPARD REMIX) MUSIC DOWNLOAD,1,0.99,0.99,99,4,3,5,7,0,1,1,0,94538,amazon.com
96078885,76518810259810,4046669681622005860,20120307,0:35:49,21,YOGA FOR THE REST OF US-EASY YOGA FOR EASING PAIN N/A,1,13.99,16.97,99,2,3,10,5,1,1,1,0,55116,amazon.com
96079289,77002244690283,4046669681622005860,20120316,8:20:05,21,CHARLES STANLEY'S HANDBOOK FOR CHRISTIAN LIVING BIBLICAL ANSWERS TO LIFE'S TOUGH QUESTIONS N/A,1,9.99,16.98,99,4,1,9,7,0,5,1,0,91324,amazon.com
96079289,77002245476715,4046669681622005860,20120316,7:45:24,21,THE REMARKABLE RECORD OF JOB[PAPERBACK] N/A,1,8.99,8.99,99,4,1,9,7,0,5,1,0,91324,amazon.com
96081436,77954601980264,4046669681622005860,20120313,21:47:41,23,OPI NAIL POLISH NICKI MINAJ COLLECTION - DID IT ON 'EM N/A,1,7.59,149.43,99,3,2,11,4,1,1,1,0,26753,amazon.com
96081436,77954601980264,4046669681622005860,20120313,21:47:41,21,"HURLEY JUNIORS PRISM II BOOK TOTE, BLACK, ONE SIZE N/A",1,35.27,149.43,99,3,2,11,4,1,1,1,0,26753,amazon.com
96081436,77954601980264,4046669681622005860,20120313,21:47:41,23,OUR LITTLE GIRL [VHS] N/A,1,8.44,149.43,99,3,2,11,4,1,1,1,0,26753,amazon.com
96081436,77954601980264,4046669681622005860,20120313,21:47:41,3,"HIGH SIERRA SHELBY TOTE (16 X 14 X 5-INCH, FEATHER RAINBOW) N/A",1,26.74,149.43,99,3,2,11,4,1,1,1,0,26753,amazon.com
96081436,77954601980264,4046669681622005860,20120313,21:47:41,23,POOR LITTLE RICH GIRL [VHS] N/A,1,6.99,149.43,99,3,2,11,4,1,1,1,0,26753,amazon.com
96081436,77954601980264,4046669681622005860,20120313,21:47:41,16,CHINA GLAZE KIWI COOLADA 80949 NAIL POLISH N/A,1,3.50,149.43,99,3,2,11,4,1,1,1,0,26753,amazon.com
96081436,77954601980264,4046669681622005860,20120313,21:47:41,16,CHINA GLAZE POOLSIDE NAIL POLISH TOWEL BOY TOY 80950 N/A,1,5.24,149.43,99,3,2,11,4,1,1,1,0,26753,amazon.com
96081436,77954601980264,4046669681622005860,20120313,21:47:41,16,"OPI NAIL LACQUER, TURQUOISE SHATTER, 0.5 FLUID OUNCE N/A",1,2.74,149.43,99,3,2,11,4,1,1,1,0,26753,amazon.com
96081436,77954601980264,4046669681622005860,20120313,21:47:41,23,JUST AROUND THE CORNER N/A,1,2.45,149.43,99,3,2,11,4,1,1,1,0,26753,amazon.com
96081436,77954601980264,4046669681622005860,20120313,21:47:41,3,"NINE WEST  AMAZON SQUARED OFF SHOULDER BAG,TEAL/BLACK,ONE SIZE N/A",1,37.96,149.43,99,3,2,11,4,1,1,1,0,26753,amazon.com
96081591,77386159427953,4046669681622005860,20120322,22:29:17,7,LG 5231JA2006A REFRIGERATOR WATER FILTER N/A,1,30.89,30.89,99,1,3,6,7,1,1,1,0,07751,amazon.com
96081591,77615700840821,4046669681622005860,20120326,2:20:19,1,"AMAZONBASICS HIGH-SPEED HDMI CABLE (6.5 FEET/2.0 METERS) - SUPPORTS ETHERNET, 3D, AND AUDIO RETURN [NEWEST STANDARD] N/A",1,5.49,95.48,99,1,3,6,7,1,1,1,0,07751,amazon.com
96081591,77615700840821,4046669681622005860,20120326,2:20:19,48,ROKU 2 XS 1080P STREAMING PLAYER N/A,1,89.99,95.48,99,1,3,6,7,1,1,1,0,07751,amazon.com
96085450,75102473032052,4046669681622005860,20120325,2:11:58,48,LEAVE YOU ALONE [EXPLICIT] MUSIC DOWNLOAD,1,0.99,0.99,99,1,3,11,7,0,1,1,0,11375,amazon.com
96087782,78324104565098,4046669681622005860,20120315,22:53:44,54,MAGIC: THE GATHERING - SPELL BURST - TIME SPIRAL N/A,1,0.69,41.61,99,2,3,7,2,1,1,0,0,51301,amazon.com
96087782,78324104565098,4046669681622005860,20120315,22:53:44,54,MAGIC: THE GATHERING - GIFTS UNGIVEN - CHAMPIONS OF KAMIGAWA N/A,2,20.98,41.61,99,2,3,7,2,1,1,0,0,51301,amazon.com
96087782,78324104565098,4046669681622005860,20120315,22:53:44,54,THIRST FOR KNOWLEDGE (MAGIC THE GATHERING : MIRRODIN #53 UNCOMMON) N/A,4,3.00,41.61,99,2,3,7,2,1,1,0,0,51301,amazon.com
96087782,78324104565098,4046669681622005860,20120315,22:53:44,54,MAGIC: THE GATHERING - REPEAL - GUILDPACT N/A,1,0.70,41.61,99,2,3,7,2,1,1,0,0,51301,amazon.com
96087782,78324104565098,4046669681622005860,20120315,22:53:44,54,REMAND (MAGIC THE GATHERING : RAVNICA #63 UNCOMMON) N/A,2,9.50,41.61,99,2,3,7,2,1,1,0,0,51301,amazon.com
96087782,78324104565098,4046669681622005860,20120315,22:53:44,54,MAGIC: THE GATHERING - TALISMAN OF PROGRESS - MIRRODIN N/A,1,0.54,41.61,99,2,3,7,2,1,1,0,0,51301,amazon.com
96087782,78324104565098,4046669681622005860,20120315,22:53:44,54,MAGIC: THE GATHERING - ADARKAR WASTES - TENTH EDITION N/A,2,6.20,41.61,99,2,3,7,2,1,1,0,0,51301,amazon.com
96091082,78179957084528,4046669681622005860,20120321,0:04:48,23,PINK BUTTERFLY FLOWERS DESIGN CRYSTAL HARD SKIN CASE COVER FOR BLACKBERRY CURVE 8520 8530 3G 9300 9330 PHONE BY ELECTROMASTER N/A,1,5.19,12.65,99,1,3,7,7,1,1,1,0,11758,amazon.com
96091082,78179957084528,4046669681622005860,20120321,0:04:48,1,[3IN1 BUNDLE- CASE + SCREEN PROTECTOR FILM + BAG] RUBBERIZED BLUE BLACK SILVER VINE SNAP ON DESIGN CASE HARD CASE SKIN COVER FACEPLATE FOR LG COSMOS VN250 RUMOR 2 RUMOR2 LX265 N/A,1,4.47,12.65,99,1,3,7,7,1,1,1,0,11758,amazon.com
96091630,77378459930993,4046669681622005860,20120322,12:40:39,48,JDUB PRESENTS: WILD PEACE MUSIC DOWNLOAD,1,0.00,0.00,99,1,3,9,7,1,1,1,0,19355,amazon.com
96091630,77602991772021,4046669681622005860,20120326,12:38:25,48,EL DANZON DE MOISES MUSIC DOWNLOAD,1,10.49,10.49,99,1,3,9,7,1,1,1,0,19355,amazon.com
96091630,77953250496872,4046669681622005860,20120313,12:54:34,48,"NDIGAL (SANGOMAR, THIES 1984) MUSIC DOWNLOAD",1,8.99,8.99,99,1,3,9,7,1,1,1,0,19355,amazon.com
96092995,75835569803642,4046669681622005860,20120331,17:28:53,20,HANGING JEWELRY ORGANIZER WHITE 37 POCKETS BEDROOM CLOSET ACCESSORY STORAGE N/A,1,9.00,38.12,99,1,4,6,7,1,3,1,0,11767,amazon.com
96092995,75835569803642,4046669681622005860,20120331,17:28:53,19,PROGRESSIVE INTERNATIONAL COLLAPSIBLE CUPCAKE AND CAKE CARRIER N/A,1,24.54,38.12,99,1,4,6,7,1,3,1,0,11767,amazon.com
96092995,75835569803642,4046669681622005860,20120331,17:28:53,33,USB SYNC AND CHARGING CABLE COMPATIBLE WITH APPLE IPHONE (WHITE) N/A,2,1.80,38.12,99,1,4,6,7,1,3,1,0,11767,amazon.com
96092995,75835569803642,4046669681622005860,20120331,17:28:53,33,"FOR APPLE IPHONE 3G 3GS, IPOD 3G 4G, VIDEO IPOD MINI, IPOD NANO PREMIUM QUALITY TRAVEL CHARGER / WALL CHARGER / AC CHARGER W/ IC CHIP N/A",1,2.78,38.12,99,1,4,6,7,1,3,1,0,11767,amazon.com
96092995,75835569803642,4046669681622005860,20120331,17:28:53,33,"CASECROWN LUX GLIDER CASE FOR APPLE IPHONE 4 AND 4S (AT&T, SPRINT, & VERIZON COMPATIBLE) - BLACK OBSIDIAN N/A",1,10.21,43.24,99,1,4,6,7,1,3,1,0,11767,amazon.com
96092995,75835569803642,4046669681622005860,20120331,17:28:53,22,THE MUPPETS (THREE-DISC BLU-RAY/DVD/DIGITAL COPY + SOUNDTRACK DOWNLOAD CARD) N/A,1,26.99,43.24,99,1,4,6,7,1,3,1,0,11767,amazon.com
96093294,77634241171829,4046669681622005860,20120326,12:51:58,23,"SHAKE AWAY 2852228 FOX URINE GRANULES, 28-1/2-OUNCE N/A",2,33.14,58.09,99,2,2,11,3,0,1,1,0,61540,amazon.com
96129078,75085212160364,4046669681622005860,20120317,14:35:19,32,SONY 16-50MM F/2.8 STANDARD ZOOM LENS FOR SONY A-MOUNT CAMERAS N/A,1,299.99,299.99,99,3,3,4,6,0,1,1,0,22031,amazon.com
96131066,78211056537977,4046669681622005860,20120330,0:48:56,23,LIVE IN RENNES N/A,1,11.95,76.89,99,2,2,11,7,0,1,1,0,55408,amazon.com
96131066,78211056537977,4046669681622005860,20120330,0:48:56,23,MAGNIFICENT N/A,1,5.39,76.89,99,2,2,11,7,0,1,1,0,55408,amazon.com
96131066,78211056537977,4046669681622005860,20120330,0:48:56,23,LAST TIME I SAW PARIS (MLPS) N/A,1,15.00,76.89,99,2,2,11,7,0,1,1,0,55408,amazon.com
96131066,78211056537977,4046669681622005860,20120330,0:48:56,22,AT THE JAZZ WORKSHOP N/A,1,6.99,76.89,99,2,2,11,7,0,1,1,0,55408,amazon.com
96131066,78211056537977,4046669681622005860,20120330,0:48:56,22,COMPLETE LIVE IN TOKYO 1976 N/A,1,8.49,76.89,99,2,2,11,7,0,1,1,0,55408,amazon.com
96131066,78211056537977,4046669681622005860,20120330,0:48:56,21,FOR THE MOMENT N/A,1,8.21,76.89,99,2,2,11,7,0,1,1,0,55408,amazon.com
96133039,78075599458665,4046669681622005860,20120314,20:51:58,37,AC ADAPTER/BATTERY CHARGER FOR COMPAQ PRESARIO 2210B 2510P CQ40 CQ45 CQ50 CQ56 CQ56-115DX CQ60 CQ60-210US CQ60-211DX CQ60-215DX CQ60-216DX CQ60-419WM CQ60-615DX CQ60Z CQ61 CQ61-100 CQ61-200 CQ70 N/A,1,8.29,18.66,99,2,5,5,1,1,1,1,0,48238,amazon.com
96135407,77428484149623,4046669681622005860,20120328,1:55:12,21,"I NEED YOUR LOVE - IS THAT TRUE? HOW TO STOP SEEKING LOVE, APPROVAL, AND APPRECIATION AND START FINDING THEM INSTEAD N/A",1,6.94,64.07,99,4,2,7,6,1,1,1,0,84058,amazon.com
96135407,77428484149623,4046669681622005860,20120328,1:55:12,21,THE FOUR AGREEMENTS COMPANION BOOK  USING THE FOUR AGREEMENTS TO MASTER THE DREAM OF YOUR LIFE N/A,1,3.79,64.07,99,4,2,7,6,1,1,1,0,84058,amazon.com
96135407,77428484149623,4046669681622005860,20120328,1:55:12,21,THE GIFT OF FORGIVENESS A MAGICAL ENCOUNTER WITH DON MIGUEL RUIZ N/A,2,10.42,64.07,99,4,2,7,6,1,1,1,0,84058,amazon.com
96135407,77428484149623,4046669681622005860,20120328,1:55:12,21,THE FIFTH AGREEMENT A PRACTICAL GUIDE TO SELF-MASTERY (A TOLTEC WISDOM BOOK) N/A,2,21.98,64.07,99,4,2,7,6,1,1,1,0,84058,amazon.com
96136205,77772845814134,4046669681622005860,20120327,22:28:58,21,LEADING PUBLIC SECTOR INNOVATION CO-CREATING FOR A BETTER SOCIETY N/A,1,28.28,35.27,99,3,2,8,5,1,1,1,0,20910,amazon.com
96207184,74725564879219,4046669681622005860,20120324,12:21:51,23,THE BIG CAT NAP THE 20TH ANNIVERSARY MRS. MURPHY MYSTERY (MRS. MURPHY MYSTERIES) N/A,1,16.71,21.70,99,3,2,11,4,0,1,1,0,34442,amazon.com
96216675,77722598969703,4046669681622005860,20120312,12:51:59,30,PHILIPS D52N650 52X 700MB CD-R 100PK N/A,1,17.99,17.99,99,1,1,5,5,0,1,1,1,05465,amazon.com
96217774,76259916910950,4046669681622005860,20120311,20:05:57,23,THE 5TH QUARTER (2010) N/A,1,12.73,20.98,99,4,3,3,5,1,1,1,0,82223,amazon.com
96217774,76259916910950,4046669681622005860,20120311,20:05:57,55,NOTHING WORTH HAVING WAS EVER ACHIEVED WITHOUT EFFORT VINYL WALL LETTERING STICKERS QUOTES AND SAYINGS HOME ART DECOR DECAL N/A,1,8.25,20.98,99,4,3,3,5,1,1,1,0,82223,amazon.com
96217774,77411603321207,4046669681622005860,20120328,0:09:44,1,MEN'S TNP SHORTSLEEVE T-SHIRT TOPS BY UNDER ARMOUR-MEDIUM-WHITE/METAL/GRAPHITE N/A,1,14.99,23.96,99,4,3,3,5,1,1,1,0,82223,amazon.com
96217774,77411603321207,4046669681622005860,20120328,0:09:44,23,MARLEY & ME 2 THE PUPPY YEARS DVD N/A,1,5.99,23.96,99,4,3,3,5,1,1,1,0,82223,amazon.com
