Machine Identifier,Site Session ID,Domain ID,Date of Activity,Time of Activity,Product Category ID,Product Name,product Quantity,Product Total Price,Basket Total,Most Education -- Head of Household,Census Region,Household Size,Oldest Age -- Head of Household,Household Income,Children Present,Racial Background,Connection Speed,Country of Origin,Zip Code,Domain Name
92661224,7.43535E+13,4.04667E+18,20120126,17:19:25,21,NEW DEAL OR RAW DEAL? EBOOK BURTON W. FOLSOM JR. KINDLE STORE N/A,1,11.99,16.47,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.47488E+13,4.04667E+18,20120228,23:05:02,21,BUSINESS MATH EBOOK MARY HANSEN KINDLE STORE N/A,1,63.96,68.44,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.55918E+13,4.04667E+18,20120429,12:16:15,48,EVERLONG MUSIC DOWNLOAD,1,1.29,1.29,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.55918E+13,4.04667E+18,20120429,12:16:15,48,ROLL ON DOWN THE HIGHWAY MUSIC DOWNLOAD,1,0.99,0.99,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.55918E+13,4.04667E+18,20120429,12:16:15,48,VOODOO CHILE MUSIC DOWNLOAD,1,0.99,0.99,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.55918E+13,4.04667E+18,20120429,12:16:15,48,TURN ME ON (FEAT. NICKI MINAJ) MUSIC DOWNLOAD,1,0.99,0.99,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.55918E+13,4.04667E+18,20120429,12:16:15,48,GETTIN' JIGGY WIT IT MUSIC DOWNLOAD,1,1.29,1.29,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.5623E+13,4.04667E+18,20120216,0:42:13,21,ICE AGE EBOOK BRIAN FREEMANTLE KINDLE STORE N/A,1,7.69,12.17,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.57018E+13,4.04667E+18,20120331,1:07:14,21,"THE LAST YEAR IN THE LIFE OF MARILYN MONROE, A HIDDEN HISTORY EBOOK DON O'MELVENY KINDLE STORE N/A",1,0.99,5.47,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.79285E+13,4.04667E+18,20120329,22:24:30,21,J. EDGAR HOOVER AND CLYDE TOLSON INVESTIGATING THE SEXUAL SECRETS OF AMERICA'S MOST FAMOUS MEN AND WOMEN EBOOK DARWIN PORTER KINDLE STORE N/A,1,7.69,12.17,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.79285E+13,4.04667E+18,20120329,22:24:30,21,"MY STORY EBOOK MARILYN MONROE, BEN HECHT KINDLE STORE N/A",1,13.68,18.16,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.80373E+13,4.04667E+18,20120330,20:42:27,21,THE LUCADO INSPIRATIONAL READER HOPE AND ENCOURAGEMENT FOR YOUR EVERYDAY LIFE EBOOK MAX LUCADO KINDLE STORE N/A,1,8.99,13.47,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.95111E+13,4.04667E+18,20120529,1:53:10,21,OPENING THE GATES OF HEAVEN WALK IN THE FAVOR OF ANSWERED PRAYER AND BLESSING EBOOK PERRY STONE KINDLE STORE N/A,1,9.99,14.47,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,7.99671E+13,4.04667E+18,20120521,23:19:06,21,"THE CONFESSIONS OF SAINT AUGUSTINE (OPTIMIZED FOR KINDLE) SAINT AUGUSTINE, THE WORKS OF SAINT AUGUSTINE  KINDLE STORE N/A",1,0.99,5.47,99,2,3,6,4,1,1,1,0,46703,amazon.com
92661224,9.23016E+13,4.04667E+18,20120623,20:54:00,21,CURE FOR THE COMMON LIFE EBOOK MAX LUCADO KINDLE STORE N/A,1,8.63,13.11,99,2,3,6,4,1,1,1,0,46703,amazon.com
92663044,7.34855E+13,4.04667E+18,20120120,2:20:41,21,"INHERITANCE CYCLE OMNIBUS ERAGON, ELDEST, AND BRISINGR EBOOK CHRISTOPHER PAOLINI KINDLE STORE N/A",1,24.99,29.47,99,4,1,6,3,0,1,1,0,86004,amazon.com
92663044,7.50102E+13,4.04667E+18,20120215,7:30:10,21,"WHERE MERCY IS SHOWN, MERCY IS GIVEN EBOOK DUANE DOG CHAPMAN, LAURA MORTON KINDLE STORE N/A",1,7.19,11.67,99,4,1,6,3,0,1,1,0,86004,amazon.com
92663044,7.50102E+13,4.04667E+18,20120215,5:07:02,21,THE HUNGER GAMES TRILOGY EBOOK SUZANNE COLLINS KINDLE STORE N/A,1,16.85,21.33,99,4,1,6,3,0,1,1,0,86004,amazon.com
92664316,3.12628E+11,4.04667E+18,20120916,6:41:18,17,SHANY 2012 NAIL ART POLISH STAMP MANICURE IMAGE PLATES SET OF 25PCS N/A,1,11.99,34.75,99,2,2,8,2,1,1,1,0,55327,amazon.com
92664316,3.12628E+11,4.04667E+18,20120916,6:41:18,55,KONAD NAIL ART DOUBLE ENDED STAMPER AND SCRAPER N/A,1,4.25,34.75,99,2,2,8,2,1,1,1,0,55327,amazon.com
92664316,3.12628E+11,4.04667E+18,20120916,6:41:18,55,KONAD STAMPING NAIL ART IMAGE PLATE M64 N/A,1,4.83,34.75,99,2,2,8,2,1,1,1,0,55327,amazon.com
92664316,3.12628E+11,4.04667E+18,20120916,6:41:18,55,KONAD STAMPING NAIL ART IMAGE PLATE - M56 N/A,1,4.7,34.75,99,2,2,8,2,1,1,1,0,55327,amazon.com
92665881,2.74144E+11,4.04667E+18,20121125,7:01:35,23,THE DARK KNIGHT TRILOGY (BATMAN BEGINS / THE DARK KNIGHT / THE DARK KNIGHT RISES) [BLU-RAY] N/A,1,29.96,29.96,99,2,5,7,1,1,1,1,0,62234,amazon.com
92665881,2.80335E+11,4.04667E+18,20121104,21:16:19,10,7 PIECE KING LOUIS MICRO SUEDE CHOCOLATE AND BEIGE COMFORTER SET N/A,1,69.99,69.99,99,2,5,7,1,1,1,1,0,62234,amazon.com
92665881,3.05777E+11,4.04667E+18,20121005,15:01:48,1,NEW DELL INSPIRON 1545 FRONT LCD BEZEL WITH HOLE FOR WEBCAM 15.6\\1 M685J 0M685J N/A,1,22.5,32.48,99,2,5,7,1,1,1,1,0,62234,amazon.com
92665881,3.1414E+11,4.04667E+18,20120915,21:25:37,30,NEW LI-ION LAPTOP/NOTEBOOK BATTERY FOR DELL INSPIRON 1525 1526 1545 N/A,1,16.8,16.8,99,2,5,7,1,1,1,1,0,62234,amazon.com
92665881,3.21897E+11,4.04667E+18,20121009,23:30:46,17,PINK BATMAN TWIN BLADE BATARANG POCKET KNIFE N/A,1,8.5,29.42,99,2,5,7,1,1,1,1,0,62234,amazon.com
92665881,3.21897E+11,4.04667E+18,20121009,23:30:46,23,BLACK BATMAN BATARANG SHAPE DARK KNIGHT DBL EDGE SHARP FOLDING KNIFE N/A,1,8.95,29.42,99,2,5,7,1,1,1,1,0,62234,amazon.com
92666333,1.10708E+14,4.04667E+18,20120717,2:17:57,54,AOSHIMA #69 VOLKSWAGEN VW SUPER BEETLE '74 1/24 MODEL KIT N/A,1,25,46.55,99,3,4,5,5,1,1,1,0,26452,amazon.com
92666333,1.10708E+14,4.04667E+18,20120717,2:17:57,54,12 PCS IN BOX 2®\\1 1967 VOLKSWAGEN BEETLE 164 SCALE (BLACK/BLUE/RED/YELLOW) N/A,1,21.55,46.55,99,3,4,5,5,1,1,1,0,26452,amazon.com
92666333,2.74869E+11,4.04667E+18,20121115,12:19:41,21,BRING ME DOWN (IN THE STYLE OF MIRANDA LAMBERT (KARAOKE VERSION)) ALL STAR KARAOKE MP3 DOWNLOADS N/A,1,0.99,5.47,99,3,4,5,5,1,1,1,0,26452,amazon.com
92667356,7.95327E+13,4.04667E+18,20120514,16:42:08,23,"PANASONIC ES2207P CLOSE CURVES RECHARGEABLE WET/DRY LADIES SHAVER, MAUVE N/A",1,19.89,36.23,99,2,2,11,2,1,1,1,0,49327,amazon.com
92667356,7.95327E+13,4.04667E+18,20120514,16:42:08,13,CANDY CRATE 1960'S RETRO CANDY GIFT BOX N/A,1,16.34,36.23,99,2,2,11,2,1,1,1,0,49327,amazon.com
92667759,2.42409E+11,4.04667E+18,20121228,19:40:30,1,"KILLING FLOOR (JACK REACHER, NO. 1) LEE CHILD  KINDLE STORE N/A",1,9.99,14.47,99,1,3,10,7,1,1,1,0,10605,amazon.com
92669754,7.7414E+13,4.04667E+18,20120326,6:50:23,21,"BORN TO RUN A HIDDEN TRIBE, SUPERATHLETES, AND THE GREATEST RACE THE WORLD HAS NEVER SEEN (VINTAGE) N/A",1,7.5,14.49,99,4,5,8,2,1,1,1,0,93263,amazon.com
92673368,7.57442E+13,4.04667E+18,20120407,1:06:03,17,NGK (8028) HE73 PREMIUM SPARK PLUG WIRE SET N/A,1,46.54,52.06,99,2,6,7,3,1,1,1,0,60110,amazon.com
92677445,7.36369E+13,4.04667E+18,20120131,2:05:28,32,PHOTTIX BATTERY GRIP BG-D3100 FOR NIKON D3100 N/A,1,47.99,96.43,99,3,1,6,5,0,1,1,0,27616,amazon.com
92677445,7.36369E+13,4.04667E+18,20120131,2:05:28,55,CC PARTY HOUNDS COSTUME XSM BUNNY N/A,1,17.49,96.43,99,3,1,6,5,0,1,1,0,27616,amazon.com
92677445,7.36369E+13,4.04667E+18,20120131,2:05:28,55,CC PARTY HOUNDS COSTUME SM BUNNY N/A,1,14.98,96.43,99,3,1,6,5,0,1,1,0,27616,amazon.com
92679016,1.02335E+14,4.04667E+18,20120604,17:00:53,34,"ATC 900MAH NI-MH PHONE BATTERY FOR UNIDEN BT-909 BT1001, BT-1004 DCT7565, DCT758 3.6V N/A",4,17,23,99,1,2,10,5,0,1,1,0,1904,amazon.com
92679016,2.08082E+11,4.04667E+18,20121229,16:09:06,16,PHILIPS NORELCO HQ8 SPECTRA TRIPLEHEADER REPLACEMENT HEADS N/A,1,24.97,81.33,99,1,2,10,5,0,1,1,0,1904,amazon.com
92679016,2.08082E+11,4.04667E+18,20121229,16:09:06,16,PHILIPS NORELCO HQ6 REPLACEMENT HEAD N/A,1,25.32,81.33,99,1,2,10,5,0,1,1,0,1904,amazon.com
92679016,2.08082E+11,4.04667E+18,20121229,16:09:06,16,AFFINAGE KITOKO OIL TREATMENT - 3.2 OZ N/A,1,24.55,81.33,99,1,2,10,5,0,1,1,0,1904,amazon.com
92679016,7.49556E+13,4.04667E+18,20120223,12:27:56,99,GOLD N/A,1,6.44,149.25,99,1,2,10,5,0,1,1,0,1904,amazon.com
92679016,7.49556E+13,4.04667E+18,20120223,12:27:56,16,PHILIPS NORELCO HQ6 QUADRA ACTION TRIPLEHEADER REPLACEMENT HEADS N/A,1,29.77,149.25,99,1,2,10,5,0,1,1,0,1904,amazon.com
92679016,7.49556E+13,4.04667E+18,20120223,12:27:56,16,"TRIDENT KRILL OIL, 1000 MG. PER CAPSULE, OMEGA 3 AND OMEGA 6 , 60 SOFT GEL CAPSULES- N/A",3,106.5,149.25,99,1,2,10,5,0,1,1,0,1904,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,23,GANGING UP ON THE SUN N/A,1,5,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,99,MOCKINGJAY (THE HUNGER GAMES) N/A,1,8.39,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,99,CATCHING FIRE (HUNGER GAMES) N/A,1,8.38,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,54,THE HUNGER GAMES N/A,1,5.39,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,21,"A SONG OF ICE AND FIRE, BOOKS 1-4 (A GAME OF THRONES / A FEAST FOR CROWS / A STORM OF SWORDS / CLASH OF KINGS) N/A",1,21.03,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,21,I AM THE BLUES N/A,1,6.99,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,55,MOANIN IN THE MOONLIGHT & HOWLIN WOLF N/A,1,5.99,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,17,FOLK SINGER N/A,1,4.99,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,21,BODY & SOUL N/A,1,13.68,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,54,NIGHT & DAY N/A,1,11.8,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,99,LITTLE FEAT N/A,1,5.99,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,99,ROOSTER RAG N/A,1,9.99,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,21,THE DUKE N/A,1,11.21,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,23,ONE MAN WRECKING MACHINE EP N/A,1,12.02,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,23,"GUSTER ON ICE LIVE FROM PORTLAND, MAINE N/A",1,8.55,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,3,ON THE OCEAN EP N/A,1,8.38,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02563E+14,4.04667E+18,20120811,15:06:36,23,EASY WONDERFUL N/A,1,9.73,177.34,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02957E+14,4.04667E+18,20120704,6:12:32,21,THE ESSENTIAL JOHN DENVER N/A,1,13.85,50.03,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,1.02957E+14,4.04667E+18,20120704,6:12:32,99,GOLD N/A,1,19.21,50.03,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,20TH CENTURY MASTERS THE BEST OF ETTA JAMES (MILLENNIUM COLLECTION) N/A,1,4.99,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,21,MYTHOLOGY TIMELESS TALES OF GODS AND HEROES N/A,1,9.99,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,THE COMPLETE STUDIO RECORDINGS MISSISSIPPI JOHN HURT N/A,1,18.53,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,QUADROPHENIA N/A,1,16.73,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,21,WHO'S NEXT N/A,1,11.36,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,21,WHO ARE YOU N/A,1,8.5,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,1,TOMMY N/A,1,11.42,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,54,BROKEN BELLS N/A,1,10.97,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,"OH, INVERTED WORLD N/A",1,9.99,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,CHUTES TOO NARROW N/A,1,9.87,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,21,WINCING THE NIGHT AWAY N/A,1,9.99,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,21,AS THE CROW FLIES N/A,1,7.99,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,BORN AND RAISED N/A,1,11.88,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,1,AMOS LEE N/A,1,12.91,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,21,THE VILLAGE - A CELEBRATION OF THE MUSIC OF GREENWICH VILLAGE N/A,1,15.16,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,THIS DESERT LIFE N/A,1,5.99,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,13,HARD CANDY N/A,1,8.99,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,SATURDAY NIGHTS & SUNDAY MORNINGS (ECO) N/A,1,9.99,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,UNDERWATER SUNSHINE (OR WHAT WE DID ON OUR SUMMER VACATION) N/A,1,9.99,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,THE KING IS DEAD N/A,1,11.97,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,THE LADY KILLER N/A,1,12.95,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,99,TEMPEST N/A,1,9.99,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,"SAVE ME, SAN FRANCISCO N/A",1,13.62,253.77,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,21,BY MY SIDE N/A,1,9.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,THE ESSENTIAL JOHNNY CASH N/A,1,13.85,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,AT FILLMORE EAST N/A,1,9.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,THE ALLMAN BROTHERS BAND N/A,1,4.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,IDLEWILD SOUTH N/A,1,4.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,21,BROTHERS AND SISTERS N/A,1,4.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,COLTRANE PLAYS THE BLUES N/A,1,8.57,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,ROUND ABOUT MIDNIGHT N/A,1,8.34,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,99,CALIFORNIA 37 N/A,1,9.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,DROPS OF JUPITER N/A,1,6.54,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,55,ORIGINAL ALBUM CLASSICS N/A,1,26.98,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,IN SESSION [DELUXE EDITION CD/DVD] N/A,1,13.96,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,LIVING PROOF N/A,1,11.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,BLUES ON THE BAYOU N/A,1,10.49,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,1,ESSENTIAL DUKE ELLINGTON N/A,1,13.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,GREAT SUMMIT THE MASTER TAKES N/A,1,9.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,AT THE COTTON CLUB N/A,1,14.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,ETERNELLE THE BEST OF N/A,1,12.17,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,ELLA FITZGERALD SINGS THE COLE PORTER SONGBOOK N/A,1,20.82,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,HOPES AND FEARS N/A,1,9.94,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,99,PAOLO CONTE N/A,1,17.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,WHEN HARRY MET SALLY... (COLLECTOR'S EDITION) N/A,1,8.49,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,FRENCH KISS N/A,1,7.35,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,ESSENTIAL GEORGE GERSHWIN N/A,1,13.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,VERY BEST OF N/A,1,10.49,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,YELLOW SUBMARINE N/A,1,14.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,23,LET IT BE N/A,1,14.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,21,ALL THE STARS AND BOULEVARDS N/A,1,9.17,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,1,GIRLS & BOYS N/A,1,10.99,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,3.38696E+11,4.04667E+18,20121002,2:43:19,22,LOUIS ARMSTRONG - ALL-TIME GREATEST HITS N/A,1,6.24,345.23,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,7.37938E+13,4.04667E+18,20120221,6:41:01,48,ME AND BOBBY MCGEE MUSIC DOWNLOAD,1,0.99,0.99,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,7.47839E+13,4.04667E+18,20120220,21:24:39,48,"OH, PRETTY WOMAN MUSIC DOWNLOAD",1,0.99,0.99,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,7.47839E+13,4.04667E+18,20120220,21:24:39,48,WHOLE LOTTA LOVE MUSIC DOWNLOAD,1,0.99,0.99,99,4,1,4,7,0,1,1,0,94947,amazon.com
92680885,7.81032E+13,4.04667E+18,20120414,19:34:46,48,IMAGINE (ALBUM VERSION) MUSIC DOWNLOAD,1,0.99,0.99,99,4,1,4,7,0,1,1,0,94947,amazon.com
92685957,2.78684E+11,4.04667E+18,20121111,14:33:46,99,"MUNCHKIN AUTO-CLOSE METAL GATE, WHITE N/A",1,49.99,95.64,99,1,3,4,3,1,1,1,0,14701,amazon.com
92685957,2.90775E+11,4.04667E+18,20121027,22:37:33,17,FULL SIZE FOOTBALL DISPLAY CASE WITH MIRROR BACK (FOOTBALL NOT INCLUDED) N/A,1,26.99,26.99,99,1,3,4,3,1,1,1,0,14701,amazon.com
92685957,2.90786E+11,4.04667E+18,20121027,15:43:52,17,DELUXE ACRYLIC FULL SIZE FOOTBALL DISPLAY CASE WITH CHERRY WOOD BASE N/A,1,38.45,45.94,99,1,3,4,3,1,1,1,0,14701,amazon.com
92685957,3.03752E+11,4.04667E+18,20121025,19:13:19,17,DELUXE ACRYLIC FULL SIZE FOOTBALL DISPLAY CASE - CHERRY WOOD N/A,1,36.45,43.94,99,1,3,4,3,1,1,1,0,14701,amazon.com
92685957,7.79541E+13,4.04667E+18,20120321,0:25:35,1,LIFE IS GOOD GUITAR NECK CRUSHER TEE LUCKY GREEN N/A,1,18.99,57.44,99,1,3,4,3,1,1,1,0,14701,amazon.com
92685957,7.79541E+13,4.04667E+18,20120321,0:25:35,23,"LIFE IS GOOD WOMEN'S CRUSHER SUMMER CHAIRS T-SHIRT, X-LARGE, AZALEA PINK N/A",1,30,57.44,99,1,3,4,3,1,1,1,0,14701,amazon.com
92687649,2.78718E+11,4.04667E+18,20121111,6:08:20,23,THOMAS AND FRIENDS WOODEN RAILWAY - BATTERY OPERATED CHARLIE N/A,1,17.78,50.34,99,4,6,7,5,1,5,1,0,91504,amazon.com
92687649,2.78718E+11,4.04667E+18,20121111,6:08:20,33,"ANKERAR GLAZE SCREEN PROTECTOR FILM FOR IPHONE 5 3 X FRONT SCREEN PROTECTORS - HIGHEST QUALITY JAPANESE PET MATERIAL [ULTRA CLEAR, GLOSS FINISH] - T-SHAPED CUTOUT - LIFETIME SATISFACTION GUARANTY N/A",1,3.99,50.34,99,4,6,7,5,1,5,1,0,91504,amazon.com
92687649,2.78718E+11,4.04667E+18,20121111,6:08:20,23,THOMAS AND FRIENDS WOODEN RAILWAY - BATTERY POWERED JAMES N/A,1,18.58,50.34,99,4,6,7,5,1,5,1,0,91504,amazon.com
92687649,2.78718E+11,4.04667E+18,20121111,6:08:20,34,SAMSUNG FLIP COVER CASE FOR SAMSUNG GALAXY S3 (ORANGE) N/A,1,9.99,50.34,99,4,6,7,5,1,5,1,0,91504,amazon.com
92687649,7.36511E+13,4.04667E+18,20120131,6:57:47,54,MELISSA & DOUG FARM ANIMALS PEG PUZZLE N/A,1,7.69,38.96,99,4,6,7,5,1,5,1,0,91504,amazon.com
92687649,7.36511E+13,4.04667E+18,20120131,6:57:47,54,MELISSA & DOUG VEHICLES SOUND PUZZLE - 2010 N/A,1,9.89,38.96,99,4,6,7,5,1,5,1,0,91504,amazon.com
92687649,7.36511E+13,4.04667E+18,20120131,6:57:47,54,MELISSA & DOUG SEE & SPELL N/A,1,13.1,38.96,99,4,6,7,5,1,5,1,0,91504,amazon.com
